,gvkey,acominc,act,ap,at,ch,citotal,cshpri,dltt,dvt,ebit,ebitda,gp,icapt,invt,lt,opeps,revt,seq,txdi,txp,txt,sic,ni,pi,txpd,prev_ni,prev2_ni,prev3_ni,t90ret,b5ret,cpiret,SNP500,SNP500_CD
2013,6543,-36.0,500.0,50.0,720.0,131.0,42.0,52.0,7.0,4.0,67.0,87.0,444.0,499.0,146.0,228.0,0.0,1332.0,484.0,3.0,0.0,23.0,2510,55.0,70.0,20.0,46.0,87.0,24.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,6649,94.0,1281.0,339.0,3108.0,272.0,220.0,145.0,688.0,170.0,326.0,442.0,837.0,2087.0,495.0,1708.0,1.0,3746.0,1391.0,-39.0,0.0,55.0,2510,98.0,247.0,71.0,197.0,248.0,153.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,6669,0.0,0.0,288.0,11273.0,970.0,479.0,190.0,4126.0,30.0,685.0,749.0,1455.0,8754.0,7785.0,6645.0,2.0,5935.0,4168.0,168.0,0.0,177.0,1531,638.0,681.0,11.0,479.0,679.0,92.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,6865,11.0,0.0,21.0,2595.0,199.0,321.0,48.0,845.0,0.0,102.0,105.0,319.0,2059.0,1519.0,1382.0,2.0,1680.0,1213.0,-188.0,0.0,-185.0,1531,63.0,129.0,5.0,314.0,62.0,-99.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,7114,-6672.0,26487.0,8408.0,57325.0,5270.0,-6875.0,2311.0,7042.0,122.0,1709.0,5308.0,23599.0,20893.0,8356.0,43474.0,-3.0,77559.0,13424.0,3378.0,341.0,4085.0,3600,1169.0,-4148.0,655.0,-8011.0,-9370.0,894.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,7116,-444.0,3377.0,375.0,6439.0,1039.0,924.0,343.0,1600.0,494.0,1187.0,1379.0,3658.0,4851.0,568.0,3188.0,2.0,6484.0,3251.0,19.0,27.0,195.0,3942,498.0,1099.0,175.0,903.0,776.0,768.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,7179,0.0,51.0,4.0,64.0,10.0,7.0,2.0,0.0,2.0,11.0,12.0,30.0,56.0,23.0,8.0,3.0,97.0,56.0,-1.0,0.0,4.0,3140,7.0,11.0,4.0,7.0,4.0,3.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,7875,-646.0,2285.0,558.0,6069.0,226.0,618.0,288.0,1661.0,174.0,757.0,913.0,2335.0,3736.0,684.0,3994.0,1.0,5692.0,2071.0,-856.0,0.0,122.0,3990,377.0,542.0,55.0,474.0,401.0,125.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,7906,274.0,13626.0,1646.0,17584.0,3337.0,2610.0,897.0,1268.0,727.0,3254.0,3686.0,11452.0,12424.0,3434.0,6428.0,2.0,25313.0,11156.0,-93.0,98.0,808.0,3021,2693.0,3272.0,702.0,2485.0,2223.0,2133.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,7911,0.0,21.0,0.0,37.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,35.0,7.0,1.0,0.0,18.0,35.0,0.0,0.0,-1.0,2451,1.0,0.0,0.0,0.0,0.0,-6.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,7951,102.0,434.0,22.0,526.0,167.0,61.0,25.0,0.0,36.0,54.0,64.0,293.0,425.0,164.0,100.0,1.0,510.0,423.0,-16.0,0.0,-9.0,3873,50.0,49.0,6.0,57.0,31.0,-45.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,8219,-25.0,222.0,85.0,556.0,7.0,30.0,16.0,108.0,9.0,75.0,101.0,511.0,338.0,109.0,326.0,2.0,871.0,229.0,-4.0,0.0,19.0,2300,45.0,50.0,25.0,31.0,29.0,78.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,8551,139.0,2437.0,377.0,7781.0,892.0,499.0,70.0,2211.0,10.0,718.0,853.0,3384.0,5464.0,878.0,4528.0,6.0,6042.0,3252.0,49.0,0.0,109.0,2300,143.0,543.0,55.0,433.0,317.0,53.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,8823,-1.0,0.0,202.0,8734.0,1580.0,2620.0,383.0,2084.0,57.0,602.0,634.0,1187.0,6733.0,4443.0,4085.0,1.0,5679.0,4648.0,-2097.0,206.0,-2093.0,1531,474.0,527.0,0.0,2620.0,206.0,-211.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,9818,-6814.0,38726.0,25802.0,150873.0,8776.0,2587.0,1005.0,9966.0,267.0,-373.0,2516.0,2516.0,38472.0,7540.0,122367.0,-1.0,71928.0,23340.0,698.0,797.0,1502.0,3600,-1247.0,2609.0,966.0,457.0,-5542.0,-3137.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,10124,-20.0,157.0,15.0,277.0,55.0,121.0,19.0,0.0,41.0,175.0,195.0,279.0,179.0,23.0,98.0,5.0,688.0,179.0,5.0,0.0,63.0,3480,38.0,175.0,59.0,111.0,70.0,40.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,10198,-4.0,87.0,8.0,125.0,5.0,10.0,6.0,24.0,0.0,9.0,12.0,55.0,96.0,49.0,53.0,1.0,151.0,71.0,-1.0,0.0,2.0,2300,11.0,8.0,2.0,5.0,3.0,4.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,10839,-6.0,226.0,45.0,455.0,8.0,11.0,19.0,97.0,0.0,25.0,49.0,97.0,384.0,110.0,168.0,0.0,713.0,284.0,5.0,0.0,13.0,2200,28.0,29.0,8.0,16.0,11.0,25.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,11060,-212.0,3882.0,638.0,10315.0,776.0,1452.0,438.0,1426.0,402.0,1657.0,1861.0,5691.0,7503.0,1399.0,4238.0,2.0,11419.0,6077.0,-13.0,91.0,352.0,2300,1047.0,1562.0,291.0,1210.0,1085.0,888.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,11465,-1298.0,7022.0,3865.0,15544.0,1380.0,1060.0,79.0,1846.0,190.0,1462.0,2002.0,3813.0,6880.0,2408.0,10510.0,13.0,18769.0,4924.0,-61.0,0.0,68.0,3630,650.0,917.0,158.0,827.0,401.0,390.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,11566,-10.0,1118.0,135.0,2622.0,214.0,178.0,96.0,1096.0,23.0,241.0,297.0,1128.0,1938.0,428.0,1780.0,1.0,2691.0,837.0,-28.0,1.0,26.0,3140,133.0,127.0,33.0,100.0,80.0,123.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,12395,-3.0,0.0,167.0,6827.0,772.0,173.0,169.0,2130.0,0.0,235.0,260.0,600.0,5469.0,4800.0,3488.0,0.0,2812.0,3332.0,73.0,81.0,97.0,1531,340.0,267.0,1.0,170.0,487.0,39.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,12459,0.0,0.0,203.0,2486.0,865.0,266.0,4.0,602.0,0.0,441.0,454.0,810.0,1863.0,1193.0,1224.0,56.0,4220.0,1261.0,-16.0,0.0,152.0,1531,281.0,418.0,113.0,266.0,180.0,129.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,12597,-2.0,63.0,6.0,83.0,6.0,-28.0,5.0,1.0,0.0,-2.0,0.0,28.0,47.0,39.0,37.0,-3.0,95.0,45.0,4.0,0.0,5.0,3842,-1.0,-21.0,0.0,-27.0,-1.0,0.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,12615,0.0,0.0,70.0,1110.0,128.0,151.0,23.0,379.0,3.0,58.0,60.0,208.0,872.0,772.0,617.0,1.0,1036.0,492.0,-111.0,0.0,-111.0,1531,50.0,41.0,0.0,151.0,13.0,-34.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,12616,9.0,1096.0,130.0,2695.0,264.0,193.0,28.0,16.0,41.0,116.0,167.0,1046.0,2012.0,401.0,698.0,3.0,1881.0,1973.0,-31.0,47.0,38.0,2340,98.0,121.0,45.0,80.0,83.0,31.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,12689,-18.0,0.0,150.0,3193.0,532.0,50.0,82.0,2141.0,8.0,126.0,128.0,393.0,2677.0,2298.0,2657.0,0.0,2097.0,536.0,0.0,0.0,-2.0,1531,918.0,38.0,0.0,39.0,-59.0,-179.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,12868,73.0,915.0,201.0,1620.0,57.0,-246.0,167.0,807.0,0.0,38.0,88.0,922.0,1195.0,337.0,1232.0,-2.0,1810.0,369.0,154.0,3.0,166.0,2320,-310.0,-74.0,11.0,-233.0,-11.0,-22.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,13354,-7.0,357.0,56.0,829.0,19.0,19.0,23.0,154.0,0.0,41.0,57.0,250.0,599.0,159.0,384.0,1.0,835.0,444.0,-1.0,5.0,13.0,3651,-27.0,35.0,5.0,22.0,25.0,23.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,13906,19.0,188.0,26.0,288.0,55.0,22.0,9.0,7.0,0.0,26.0,36.0,180.0,205.0,76.0,90.0,2.0,426.0,197.0,0.0,1.0,5.0,3690,9.0,24.0,2.0,19.0,10.0,32.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,14311,18.0,865.0,238.0,1685.0,92.0,383.0,68.0,284.0,113.0,542.0,634.0,1195.0,828.0,417.0,1141.0,5.0,3777.0,544.0,-3.0,9.0,193.0,3790,454.0,574.0,162.0,377.0,312.0,227.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,14447,5362.0,22159.0,4558.0,76713.0,4438.0,5862.0,2501.0,5730.0,2381.0,8000.0,9558.0,27571.0,43930.0,11830.0,38513.0,1.0,40164.0,36783.0,-266.0,526.0,2418.0,2330,6834.0,7856.0,2726.0,4734.0,4514.0,3976.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,14620,-414.0,6811.0,3207.0,11828.0,1028.0,58.0,143.0,1857.0,289.0,610.0,1013.0,3711.0,4084.0,1891.0,9601.0,3.0,16987.0,2221.0,-157.0,207.0,36.0,3630,286.0,140.0,209.0,104.0,398.0,300.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,14790,0.0,0.0,68.0,2003.0,274.0,124.0,36.0,905.0,0.0,180.0,190.0,409.0,1746.0,1457.0,1161.0,3.0,1820.0,841.0,8.0,18.0,53.0,1531,142.0,177.0,25.0,124.0,105.0,-22.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,14957,0.0,0.0,0.0,0.0,0.0,-5.0,40.0,1.0,0.0,-4.0,-4.0,-1.0,-4.0,0.0,5.0,-1.0,0.0,-6.0,0.0,0.0,0.0,7819,-6.0,-5.0,0.0,-5.0,-8.0,-10.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,15457,0.0,0.0,0.0,16.0,16.0,-2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,16.0,0.0,0.0,-4.0,0.0,16.0,0.0,0.0,0.0,9995,-2.0,-2.0,0.0,-2.0,-2.0,-1.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,16476,-313.0,1839.0,254.0,3127.0,489.0,331.0,215.0,1514.0,25.0,465.0,580.0,2465.0,1727.0,603.0,2913.0,2.0,4681.0,210.0,37.0,11.0,94.0,2300,106.0,322.0,47.0,229.0,143.0,137.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,19402,3.0,516.0,104.0,717.0,27.0,60.0,20.0,19.0,0.0,104.0,114.0,451.0,449.0,280.0,288.0,2.0,1399.0,429.0,-2.0,12.0,35.0,2300,77.0,92.0,28.0,56.0,49.0,56.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,22049,67.0,1090.0,336.0,2439.0,40.0,67.0,31.0,13.0,38.0,109.0,151.0,594.0,1359.0,555.0,1093.0,2.0,2435.0,1346.0,-11.0,7.0,4.0,2511,-22.0,62.0,4.0,57.0,108.0,104.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,23252,0.0,260.0,22.0,617.0,72.0,32.0,28.0,130.0,22.0,68.0,86.0,416.0,465.0,137.0,282.0,1.0,729.0,334.0,2.0,0.0,17.0,2510,42.0,50.0,19.0,32.0,49.0,29.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,24099,-4.0,214.0,21.0,336.0,4.0,9.0,12.0,65.0,1.0,29.0,40.0,197.0,246.0,112.0,155.0,0.0,502.0,180.0,-3.0,3.0,9.0,3420,1.0,18.0,10.0,9.0,20.0,14.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,24978,12.0,421.0,59.0,663.0,36.0,-22.0,72.0,107.0,8.0,5.0,30.0,351.0,392.0,263.0,379.0,-1.0,842.0,284.0,-2.0,5.0,5.0,3949,16.0,-14.0,4.0,-19.0,-123.0,-172.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,25119,178.0,3085.0,631.0,8494.0,54.0,367.0,71.0,2132.0,0.0,689.0,992.0,2303.0,6603.0,1572.0,4023.0,6.0,7348.0,4461.0,-63.0,1.0,78.0,2273,531.0,445.0,137.0,348.0,250.0,173.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,25340,1.0,0.0,400.0,8856.0,936.0,464.0,322.0,2478.0,60.0,650.0,672.0,1438.0,6539.0,6634.0,4795.0,1.0,6269.0,4058.0,121.0,29.0,195.0,1531,533.0,657.0,34.0,462.0,956.0,71.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,25923,-1.0,69.0,7.0,95.0,7.0,-13.0,14.0,0.0,0.0,-10.0,-8.0,11.0,76.0,33.0,19.0,-1.0,96.0,75.0,0.0,0.0,-1.0,9995,-30.0,-13.0,0.0,-13.0,30.0,-6.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,27760,0.0,93.0,37.0,143.0,40.0,47.0,31.0,0.0,0.0,15.0,19.0,109.0,91.0,15.0,52.0,0.0,218.0,91.0,-33.0,0.0,-33.0,3949,18.0,16.0,0.0,47.0,16.0,1.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,27776,0.0,135.0,11.0,199.0,4.0,7.0,7.0,38.0,2.0,12.0,18.0,89.0,169.0,78.0,67.0,1.0,244.0,131.0,0.0,0.0,3.0,3140,9.0,10.0,3.0,7.0,8.0,8.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,27828,2.0,278.0,58.0,423.0,76.0,24.0,15.0,0.0,0.0,34.0,52.0,165.0,291.0,96.0,132.0,1.0,529.0,291.0,-2.0,3.0,6.0,3651,32.0,29.0,6.0,22.0,16.0,19.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,28118,36.0,1479.0,165.0,2230.0,320.0,386.0,57.0,494.0,0.0,562.0,644.0,1944.0,1570.0,570.0,1155.0,6.0,3260.0,1068.0,-3.0,26.0,173.0,3873,376.0,561.0,167.0,378.0,343.0,294.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,28262,0.0,372.0,92.0,581.0,84.0,-95.0,54.0,5.0,0.0,-45.0,-22.0,195.0,297.0,108.0,289.0,-2.0,618.0,287.0,0.0,9.0,5.0,2510,-60.0,-89.0,9.0,-95.0,-35.0,-26.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,28462,-74.0,324.0,79.0,829.0,42.0,96.0,21.0,406.0,0.0,92.0,134.0,240.0,537.0,163.0,699.0,2.0,822.0,130.0,3.0,1.0,13.0,3220,4.0,41.0,10.0,28.0,6.0,23.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,29015,-3.0,829.0,151.0,1259.0,237.0,144.0,34.0,0.0,0.0,209.0,251.0,777.0,888.0,260.0,371.0,4.0,1556.0,888.0,-5.0,49.0,59.0,3100,161.0,205.0,39.0,145.0,128.0,199.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,29382,-7.0,496.0,99.0,880.0,180.0,123.0,64.0,0.0,0.0,202.0,215.0,498.0,678.0,73.0,201.0,2.0,1329.0,678.0,8.0,0.0,75.0,3140,111.0,208.0,57.0,132.0,119.0,97.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,29627,-4.0,45.0,15.0,52.0,2.0,-14.0,63.0,0.0,0.0,2.0,5.0,36.0,16.0,23.0,35.0,-1.0,122.0,16.0,0.0,0.0,2.0,3944,-8.0,-10.0,2.0,-12.0,-2.0,10.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,29755,0.0,0.0,83.0,1986.0,504.0,-34.0,24.0,1504.0,0.0,27.0,40.0,214.0,1744.0,1313.0,1746.0,-2.0,1287.0,240.0,1.0,0.0,-4.0,1531,34.0,-36.0,-7.0,-34.0,-146.0,-205.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,30964,0.0,7.0,3.0,9.0,1.0,3.0,37.0,2.0,0.0,1.0,1.0,8.0,5.0,4.0,7.0,0.0,34.0,2.0,-2.0,0.0,-2.0,3651,1.0,1.0,0.0,3.0,0.0,-1.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,62262,-1.0,14.0,3.0,15.0,6.0,-1.0,8.0,0.0,0.0,0.0,0.0,6.0,10.0,2.0,4.0,-1.0,30.0,10.0,0.0,0.0,0.0,3100,-1.0,0.0,0.0,-1.0,-10.0,-3.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,62745,-4.0,320.0,25.0,449.0,117.0,-54.0,22.0,100.0,3.0,-25.0,-3.0,191.0,248.0,46.0,301.0,-2.0,632.0,148.0,0.0,20.0,2.0,3944,21.0,-52.0,-5.0,-54.0,-105.0,8.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,62897,-317.0,779.0,149.0,1843.0,127.0,228.0,51.0,619.0,129.0,412.0,466.0,1836.0,872.0,313.0,1591.0,5.0,2671.0,252.0,-24.0,16.0,86.0,3089,214.0,360.0,107.0,274.0,193.0,218.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,63593,0.0,81.0,19.0,101.0,0.0,7.0,3.0,5.0,0.0,11.0,14.0,84.0,57.0,37.0,49.0,2.0,283.0,51.0,-1.0,0.0,3.0,3420,16.0,12.0,3.0,8.0,10.0,9.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,64891,93.0,2962.0,146.0,5418.0,973.0,647.0,91.0,38.0,145.0,1157.0,1389.0,4155.0,3823.0,896.0,1633.0,8.0,6944.0,3784.0,14.0,43.0,339.0,2300,776.0,1089.0,339.0,750.0,681.0,567.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,65461,-1.0,36.0,11.0,70.0,6.0,-4.0,6.0,16.0,0.0,-3.0,3.0,19.0,44.0,12.0,42.0,-1.0,82.0,27.0,-1.0,0.0,-1.0,2340,-1.0,-4.0,0.0,-4.0,-1.0,-5.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,65765,-3.0,28.0,3.0,39.0,0.0,0.0,3.0,9.0,0.0,2.0,4.0,14.0,21.0,15.0,26.0,0.0,56.0,12.0,0.0,0.0,0.0,3060,0.0,0.0,0.0,0.0,0.0,0.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,65850,0.0,28.0,3.0,62.0,2.0,-2.0,19.0,0.0,0.0,-2.0,-1.0,14.0,57.0,13.0,4.0,-1.0,28.0,57.0,-1.0,0.0,-1.0,3290,-14.0,-2.0,0.0,-2.0,4.0,1.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,66261,0.0,1.0,0.0,3.0,0.0,-6.0,3.0,0.0,0.0,-3.0,-3.0,1.0,3.0,0.0,0.0,-2.0,2.0,3.0,0.0,0.0,0.0,5700,-5.0,-6.0,0.0,-6.0,-2.0,-6.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,66360,0.0,9.0,7.0,20.0,3.0,9.0,56.0,3.0,1.0,2.0,2.0,17.0,7.0,0.0,16.0,0.0,52.0,4.0,-8.0,0.0,-7.0,2300,0.0,2.0,0.0,9.0,0.0,0.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,100699,-628.0,12976.0,3625.0,22172.0,1995.0,-5428.0,1113.0,2658.0,58.0,-1554.0,334.0,4655.0,4090.0,3299.0,20740.0,-5.0,26323.0,1324.0,636.0,65.0,823.0,3651,112.0,-4952.0,156.0,-5792.0,-4564.0,234.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,105936,35.0,1250.0,173.0,1605.0,437.0,83.0,34.0,0.0,31.0,136.0,177.0,758.0,1252.0,329.0,352.0,2.0,1698.0,1245.0,6.0,7.0,37.0,2300,137.0,131.0,22.0,94.0,99.0,103.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,106687,0.0,1.0,0.0,1.0,0.0,-1.0,2.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,2.0,-1.0,0.0,0.0,0.0,3949,0.0,-1.0,0.0,-1.0,-3.0,-4.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,111486,-1.0,980.0,289.0,2043.0,97.0,327.0,121.0,0.0,43.0,351.0,446.0,729.0,1719.0,595.0,324.0,2.0,2184.0,1719.0,2.0,0.0,10.0,2300,359.0,330.0,9.0,320.0,148.0,239.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,115757,0.0,229.0,31.0,326.0,100.0,78.0,65.0,45.0,0.0,133.0,149.0,232.0,227.0,62.0,145.0,1.0,587.0,181.0,1.0,0.0,46.0,3480,89.0,127.0,44.0,78.0,16.0,-83.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,121142,-9.0,1014.0,258.0,1408.0,372.0,48.0,50.0,116.0,0.0,95.0,139.0,868.0,1096.0,358.0,428.0,1.0,1854.0,930.0,11.0,0.0,21.0,3140,138.0,82.0,5.0,54.0,9.0,-68.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,122211,0.0,109.0,11.0,155.0,26.0,8.0,10.0,0.0,4.0,13.0,15.0,55.0,131.0,49.0,24.0,0.0,218.0,131.0,0.0,0.0,4.0,2510,7.0,12.0,2.0,8.0,5.0,3.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,137432,-1.0,245.0,50.0,311.0,0.0,9.0,8.0,94.0,0.0,15.0,23.0,117.0,235.0,159.0,170.0,1.0,490.0,141.0,0.0,0.0,0.0,2300,-1.0,9.0,-7.0,9.0,-3.0,17.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,140541,-13.0,2070.0,178.0,3531.0,1062.0,971.0,282.0,0.0,348.0,1577.0,1740.0,3865.0,2409.0,524.0,1122.0,3.0,5075.0,2409.0,-7.0,0.0,486.0,3100,781.0,1520.0,445.0,1034.0,1038.0,880.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,141459,38.0,2595.0,146.0,4879.0,1179.0,511.0,195.0,0.0,351.0,574.0,640.0,1473.0,3659.0,382.0,1219.0,2.0,2631.0,3659.0,13.0,38.0,41.0,3812,364.0,653.0,69.0,612.0,542.0,520.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,142546,-1.0,45.0,5.0,102.0,5.0,8.0,36.0,0.0,5.0,9.0,10.0,30.0,81.0,28.0,21.0,0.0,168.0,81.0,0.0,0.0,2.0,3730,8.0,10.0,2.0,7.0,6.0,6.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,150278,-11.0,970.0,164.0,1812.0,286.0,161.0,56.0,586.0,27.0,306.0,374.0,1202.0,1286.0,417.0,1111.0,3.0,2675.0,700.0,0.0,4.0,89.0,2300,194.0,249.0,83.0,160.0,161.0,114.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,151423,0.0,0.0,1.0,2.0,0.0,-4.0,15.0,0.0,0.0,-4.0,-4.0,0.0,-1.0,0.0,3.0,-1.0,1.0,-1.0,0.0,0.0,0.0,3841,-8.0,-4.0,0.0,-4.0,-4.0,-3.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,156861,-14.0,727.0,191.0,2729.0,81.0,72.0,60.0,1796.0,0.0,277.0,352.0,1097.0,1927.0,199.0,2599.0,2.0,2464.0,118.0,-50.0,1.0,49.0,2510,108.0,128.0,96.0,78.0,106.0,219.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,160780,-53.0,220.0,891.0,1585.0,8.0,-2830.0,55.0,0.0,0.0,-3674.0,-3664.0,-3044.0,-1721.0,34.0,3305.0,-53.0,198.0,-1712.0,-880.0,101.0,-834.0,6552,-252.0,-3682.0,0.0,-2829.0,123.0,93.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,164276,-1.0,8.0,2.0,9.0,0.0,-1.0,5.0,0.0,0.0,-1.0,-1.0,8.0,7.0,3.0,2.0,-1.0,15.0,7.0,-1.0,0.0,-1.0,3949,0.0,-1.0,0.0,-1.0,0.0,0.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,164416,0.0,300.0,41.0,416.0,165.0,27.0,28.0,0.0,0.0,38.0,50.0,236.0,330.0,46.0,85.0,1.0,487.0,330.0,-3.0,0.0,4.0,3990,37.0,32.0,7.0,27.0,17.0,40.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,164755,14.0,640.0,57.0,875.0,317.0,5.0,87.0,11.0,0.0,75.0,116.0,632.0,636.0,162.0,250.0,0.0,1192.0,624.0,23.0,15.0,49.0,3021,-5.0,59.0,20.0,10.0,131.0,112.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,165052,2.0,1128.0,165.0,1577.0,347.0,162.0,105.0,47.0,0.0,267.0,317.0,1184.0,1101.0,469.0,524.0,1.0,2332.0,1053.0,-20.0,0.0,98.0,2300,208.0,260.0,85.0,162.0,128.0,96.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,165728,8.0,195.0,76.0,216.0,27.0,12.0,14.0,0.0,0.0,18.0,24.0,101.0,57.0,75.0,159.0,0.0,368.0,57.0,4.0,0.0,6.0,2300,16.0,17.0,2.0,10.0,12.0,9.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
2013,166711,0.0,32.0,4.0,153.0,25.0,-18.0,17.0,49.0,0.0,10.0,11.0,11.0,131.0,0.0,72.0,0.0,22.0,78.0,1.0,0.0,1.0,6794,-2.0,-10.0,0.0,-18.0,-10.0,-3.0,0.000817,-0.023583,0.015018,0.01928305721454171,0.01545995193823102
