,gvkey,datadate,fyear,fyr,acominc,act,ap,at,ch,citotal,cshpri,dltt,dvt,ebit,ebitda,gp,icapt,invt,lt,opeps,revt,seq,txdi,txp,txt,sic,ni,pi,txpd
1387,25119,12/31/2000,2000,12,-2.0,1024.0,165.0,1792.0,0.0,181.0,53.0,365.0,0.0,317.0,399.0,905.0,1119.0,574.0,1038.0,3.0,3255.0,754.0,32.0,0.0,105.0,2273,188.0,267.0,74.0
1388,25119,12/31/2001,2001,12,-3.0,1031.0,171.0,1768.0,0.0,181.0,52.0,150.0,0.0,327.0,411.0,917.0,1098.0,531.0,819.0,3.0,3445.0,948.0,5.0,0.0,102.0,2273,284.0,291.0,73.0
1389,25119,12/31/2002,2002,12,1.0,1298.0,236.0,3596.0,0.0,181.0,63.0,793.0,0.0,519.0,621.0,1339.0,2775.0,678.0,1613.0,4.0,4522.0,1982.0,22.0,0.0,159.0,2273,310.0,443.0,59.0
1390,25119,12/31/2003,2003,12,2.0,1533.0,276.0,4163.0,0.0,181.0,66.0,763.0,0.0,542.0,648.0,1465.0,3061.0,832.0,1865.0,4.0,5005.0,2297.0,34.0,0.0,178.0,2273,368.0,488.0,139.0
1391,25119,12/31/2004,2004,12,-3.0,1783.0,311.0,4403.0,0.0,363.0,66.0,700.0,0.0,635.0,758.0,1743.0,3366.0,1017.0,1736.0,5.0,5880.0,2666.0,38.0,16.0,208.0,2273,358.0,577.0,226.0
1392,25119,12/31/2005,2005,12,-48.0,2340.0,498.0,7991.0,134.0,313.0,66.0,3194.0,0.0,661.0,810.0,1906.0,6221.0,1166.0,4964.0,5.0,6620.0,3027.0,-12.0,36.0,198.0,2273,455.0,557.0,191.0
1393,25119,12/31/2006,2006,12,130.0,2378.0,371.0,8178.0,63.0,634.0,67.0,2207.0,0.0,839.0,1109.0,2501.0,5922.0,1225.0,4463.0,6.0,7905.0,3715.0,-69.0,125.0,220.0,2273,706.0,676.0,267.0
1394,25119,12/31/2007,2007,12,363.0,2449.0,423.0,8680.0,89.0,940.0,68.0,2021.0,0.0,750.0,1052.0,2417.0,6728.0,1276.0,3972.0,6.0,7586.0,4707.0,-293.0,42.0,-103.0,2273,-1459.0,604.0,201.0
1395,25119,12/31/2008,2008,12,254.0,2246.0,315.0,6446.0,93.0,-1568.0,68.0,1860.0,0.0,448.0,739.0,2044.0,5013.0,1168.0,3292.0,-3.0,6826.0,3153.0,69.0,40.0,180.0,2273,-6.0,-1279.0,107.0
1396,25119,12/31/2009,2009,12,296.0,2359.0,335.0,6391.0,531.0,36.0,68.0,1801.0,0.0,105.0,402.0,1573.0,5035.0,892.0,3157.0,0.0,5344.0,3200.0,-21.0,85.0,-77.0,2273,185.0,-78.0,39.0
1397,25119,12/31/2010,2010,12,178.0,2248.0,353.0,6098.0,354.0,63.0,68.0,1302.0,0.0,327.0,615.0,1703.0,4609.0,1007.0,2791.0,2.0,5319.0,3271.0,-22.0,9.0,2.0,2273,173.0,192.0,-6.0
1398,25119,12/31/2011,2011,12,135.0,2398.0,372.0,6206.0,311.0,131.0,68.0,1200.0,0.0,344.0,635.0,1725.0,4649.0,1113.0,2756.0,2.0,5642.0,3415.0,-5.0,0.0,21.0,2273,250.0,199.0,34.0
1399,25119,12/31/2012,2012,12,159.0,2550.0,387.0,6303.0,477.0,274.0,68.0,1327.0,0.0,398.0,672.0,1779.0,5047.0,1133.0,2584.0,3.0,5787.0,3719.0,9.0,2.0,53.0,2273,348.0,304.0,43.0
1400,25119,12/31/2013,2013,12,178.0,3085.0,631.0,8494.0,54.0,367.0,71.0,2132.0,0.0,689.0,992.0,2303.0,6603.0,1572.0,4023.0,6.0,7348.0,4461.0,-63.0,1.0,78.0,2273,531.0,445.0,137.0
1401,25119,12/31/2014,2014,12,-430.0,3132.0,622.0,8285.0,97.0,-77.0,72.0,1402.0,0.0,834.0,1174.0,2525.0,5824.0,1543.0,3862.0,8.0,7803.0,4418.0,-25.0,0.0,131.0,2273,615.0,663.0,148.0
1402,25119,12/31/2015,2015,12,-794.0,3249.0,696.0,9942.0,81.0,251.0,73.0,1196.0,0.0,1049.0,1408.0,2827.0,6079.0,1607.0,5059.0,10.0,8071.0,4854.0,-29.0,0.0,131.0,2273,930.0,748.0,133.0
1403,25119,12/31/2016,2016,12,-834.0,3471.0,729.0,10230.0,121.0,890.0,74.0,1128.0,0.0,1272.0,1678.0,3244.0,6935.0,1675.0,4423.0,12.0,8959.0,5776.0,-35.0,0.0,307.0,2273,971.0,1241.0,276.0
1404,25119,12/31/2017,2017,12,-559.0,4072.0,810.0,12094.0,84.0,1246.0,74.0,1559.0,0.0,1416.0,1859.0,3488.0,8656.0,1948.0,4998.0,13.0,9491.0,7059.0,-76.0,0.0,343.0,2273,861.0,1317.0,373.0
1405,25119,12/31/2018,2018,12,-792.0,4509.0,811.0,13099.0,119.0,628.0,74.0,1515.0,0.0,1189.0,1707.0,3418.0,8955.0,2287.0,5659.0,12.0,9983.0,7433.0,88.0,0.0,184.0,2273,744.0,1049.0,196.0
1406,25119,12/31/2019,2019,12,-766.0,4429.0,824.0,13386.0,134.0,769.0,71.0,1746.0,0.0,935.0,1507.0,3343.0,9872.0,2282.0,5260.0,10.0,9970.0,8119.0,-108.0,0.0,4.0,2273,515.0,749.0,123.0
1408,25340,09/30/2000,2000,9,0.0,0.0,375.0,2694.0,72.0,616.0,67.0,1052.0,113.0,316.0,338.0,338.0,2027.0,2310.0,1719.0,2.0,3653.0,969.0,-4.0,0.0,117.0,1531,257.0,309.0,126.0
1409,25340,09/30/2001,2001,9,0.0,0.0,508.0,3652.0,239.0,616.0,75.0,1449.0,167.0,448.0,480.0,480.0,2708.0,3027.0,2393.0,3.0,4455.0,1250.0,-25.0,0.0,152.0,1531,404.0,407.0,116.0
1410,25340,09/30/2002,2002,9,0.0,0.0,848.0,6017.0,104.0,616.0,134.0,2225.0,26.0,659.0,692.0,1407.0,4516.0,4807.0,3726.0,3.0,6738.0,2269.0,-33.0,0.0,242.0,1531,625.0,647.0,302.0
1411,25340,09/30/2003,2003,9,0.0,0.0,1149.0,7279.0,582.0,616.0,148.0,2665.0,40.0,1006.0,1048.0,1964.0,5832.0,5567.0,4112.0,4.0,8728.0,3031.0,-22.0,0.0,382.0,1531,975.0,1008.0,324.0
1412,25340,09/30/2004,2004,9,0.0,0.0,470.0,8985.0,518.0,616.0,232.0,3031.0,66.0,1563.0,1613.0,2693.0,7158.0,7190.0,4858.0,4.0,10840.0,3960.0,-50.0,0.0,607.0,1531,1470.0,1582.0,614.0
1413,25340,09/30/2005,2005,9,0.0,0.0,844.0,12514.0,1149.0,616.0,312.0,3660.0,96.0,2349.0,2402.0,3776.0,9223.0,9845.0,6951.0,4.0,13863.0,5360.0,-85.0,0.0,908.0,1531,1233.0,2378.0,895.0
1414,25340,09/30/2006,2006,9,0.0,0.0,1041.0,14820.0,587.0,1233.0,312.0,4860.0,137.0,2031.0,2087.0,3746.0,11418.0,12366.0,8262.0,3.0,15108.0,6452.0,-109.0,0.0,753.0,1531,-713.0,1987.0,956.0
1415,25340,09/30/2007,2007,9,0.0,0.0,590.0,11556.0,269.0,-713.0,314.0,3745.0,188.0,-446.0,-381.0,914.0,9400.0,9867.0,5901.0,-2.0,11335.0,5586.0,-490.0,0.0,-239.0,1531,-2634.0,-952.0,325.0
1416,25340,09/30/2008,2008,9,0.0,0.0,281.0,7709.0,1387.0,-2634.0,315.0,2967.0,142.0,-2517.0,-2463.0,-1572.0,5832.0,5035.0,4844.0,-6.0,6657.0,2834.0,650.0,0.0,1.0,1531,-546.0,-2632.0,23.0
1417,25340,09/30/2009,2009,9,0.0,0.0,278.0,6756.0,1957.0,-546.0,316.0,2968.0,47.0,-472.0,-447.0,155.0,5237.0,3918.0,4488.0,-2.0,3668.0,2259.0,213.0,24.0,-7.0,1531,245.0,-553.0,-604.0
1418,25340,09/30/2010,2010,9,0.0,0.0,186.0,5938.0,1309.0,245.0,318.0,1875.0,47.0,183.0,200.0,799.0,4498.0,3716.0,3315.0,0.0,4410.0,2613.0,0.0,83.0,-146.0,1531,71.0,99.0,-486.0
1419,25340,09/30/2011,2011,9,0.0,0.0,200.0,5358.0,732.0,71.0,318.0,1582.0,47.0,66.0,86.0,643.0,4205.0,3758.0,2734.0,0.0,3646.0,2620.0,0.0,22.0,-60.0,1531,956.0,12.0,-2.0
1420,25340,09/30/2012,2012,9,0.0,0.0,266.0,7248.0,1047.0,956.0,318.0,2129.0,47.0,257.0,276.0,890.0,5724.0,4545.0,3653.0,0.0,4364.0,3592.0,-710.0,21.0,-714.0,1531,462.0,242.0,6.0
1421,25340,09/30/2013,2013,9,1.0,0.0,400.0,8856.0,936.0,464.0,322.0,2478.0,60.0,650.0,672.0,1438.0,6539.0,6634.0,4795.0,1.0,6269.0,4058.0,121.0,29.0,195.0,1531,533.0,657.0,34.0
1422,25340,09/30/2014,2014,9,2.0,0.0,525.0,10202.0,661.0,533.0,340.0,3160.0,48.0,801.0,837.0,1803.0,8280.0,8236.0,5082.0,1.0,8035.0,5115.0,18.0,12.0,280.0,1531,750.0,814.0,279.0
1423,25340,09/30/2015,2015,9,1.0,0.0,514.0,11151.0,1383.0,749.0,366.0,2785.0,91.0,1114.0,1165.0,2351.0,8680.0,8517.0,5255.0,2.0,10836.0,5894.0,3.0,36.0,372.0,1531,886.0,1123.0,334.0
1424,25340,09/30/2016,2016,9,0.0,0.0,577.0,11558.0,1303.0,884.0,371.0,2439.0,118.0,1348.0,1398.0,2719.0,9232.0,9161.0,4765.0,2.0,12170.0,6792.0,75.0,28.0,467.0,1531,1038.0,1353.0,389.0
1425,25340,09/30/2017,2017,9,0.0,0.0,632.0,12184.0,1007.0,1038.0,374.0,2042.0,149.0,1591.0,1640.0,3112.0,9789.0,10052.0,4437.0,2.0,14105.0,7747.0,110.0,20.0,563.0,1531,1460.0,1602.0,446.0
1426,25340,09/30/2018,2018,9,0.0,0.0,624.0,14114.0,1473.0,1460.0,376.0,2103.0,188.0,2038.0,2096.0,3767.0,11262.0,11592.0,4955.0,4.0,16083.0,8984.0,170.0,35.0,597.0,1531,1618.0,2060.0,387.0
1427,25340,09/30/2019,2019,9,0.0,0.0,634.0,15606.0,1494.0,1618.0,372.0,1794.0,223.0,2057.0,2123.0,3955.0,12089.0,12898.0,5311.0,4.0,17610.0,10020.0,20.0,33.0,506.0,1531,2373.0,2125.0,488.0
1428,25340,09/30/2020,2020,9,0.0,0.0,900.0,18912.0,3018.0,2373.0,365.0,2741.0,256.0,2915.0,2984.0,5032.0,14863.0,14419.0,6790.0,6.0,20336.0,11840.0,14.0,42.0,602.0,1531,4175.0,2983.0,581.0
1431,25527,12/31/2013,2013,12,1.0,30.0,12.0,50.0,2.0,3.0,16.0,0.0,0.0,4.0,6.0,22.0,12.0,12.0,37.0,0.0,69.0,12.0,0.0,0.0,0.0,3089,7.0,4.0,0.0
1432,25527,12/31/2014,2014,12,1.0,34.0,14.0,57.0,1.0,7.0,16.0,0.0,10.0,10.0,11.0,30.0,17.0,14.0,39.0,0.0,83.0,17.0,0.0,0.0,1.0,3089,8.0,9.0,1.0
1433,25527,12/31/2015,2015,12,0.0,49.0,10.0,75.0,15.0,7.0,16.0,0.0,0.0,9.0,11.0,26.0,43.0,13.0,32.0,0.0,91.0,43.0,-1.0,0.0,1.0,3089,7.0,9.0,1.0
1434,25527,12/31/2016,2016,12,-2.0,47.0,16.0,94.0,4.0,6.0,15.0,2.0,0.0,8.0,11.0,28.0,51.0,16.0,44.0,0.0,104.0,49.0,0.0,0.0,2.0,3089,6.0,9.0,2.0
1435,25527,12/31/2017,2017,12,0.0,57.0,14.0,116.0,4.0,8.0,15.0,3.0,0.0,7.0,11.0,30.0,61.0,20.0,58.0,0.0,127.0,57.0,0.0,0.0,0.0,3089,9.0,7.0,1.0
1436,25527,12/31/2018,2018,12,-3.0,59.0,18.0,122.0,4.0,6.0,15.0,9.0,0.0,10.0,14.0,34.0,74.0,22.0,57.0,0.0,138.0,64.0,0.0,0.0,1.0,3089,15.0,10.0,0.0
1438,25529,12/31/2018,2018,12,0.0,296.0,195.0,342.0,88.0,11.0,91.0,1.0,0.0,14.0,18.0,84.0,22.0,6.0,321.0,0.0,918.0,20.0,-1.0,1.0,3.0,3651,23.0,15.0,3.0
1439,25529,12/31/2019,2019,12,0.0,593.0,390.0,684.0,176.0,23.0,183.0,3.0,0.0,29.0,37.0,168.0,44.0,13.0,643.0,0.0,1836.0,41.0,-1.0,2.0,7.0,3651,102.0,30.0,6.0
1441,25923,12/31/2000,2000,12,0.0,92.0,19.0,179.0,1.0,11.0,7.0,45.0,0.0,34.0,42.0,76.0,124.0,54.0,99.0,2.0,283.0,79.0,-1.0,0.0,11.0,9995,8.0,31.0,11.0
1442,25923,12/31/2001,2001,12,0.0,80.0,11.0,163.0,1.0,11.0,6.0,30.0,0.0,22.0,28.0,59.0,117.0,49.0,75.0,1.0,234.0,87.0,-1.0,0.0,4.0,9995,12.0,12.0,5.0
1443,25923,12/31/2002,2002,12,0.0,95.0,13.0,172.0,9.0,11.0,6.0,22.0,0.0,25.0,31.0,64.0,122.0,54.0,72.0,2.0,239.0,99.0,2.0,0.0,6.0,9995,15.0,19.0,1.0
1444,25923,12/31/2003,2003,12,-1.0,92.0,10.0,164.0,2.0,11.0,6.0,15.0,1.0,26.0,31.0,67.0,118.0,54.0,61.0,2.0,260.0,102.0,-1.0,0.0,8.0,9995,20.0,23.0,9.0
1445,25923,12/31/2004,2004,12,-1.0,121.0,16.0,188.0,7.0,11.0,6.0,11.0,2.0,34.0,40.0,81.0,138.0,73.0,61.0,3.0,305.0,127.0,-1.0,0.0,11.0,9995,23.0,32.0,9.0
1446,25923,12/31/2005,2005,12,-1.0,123.0,16.0,190.0,12.0,23.0,12.0,8.0,3.0,37.0,43.0,87.0,141.0,69.0,57.0,1.0,333.0,132.0,-1.0,0.0,12.0,9995,16.0,35.0,11.0
1447,25923,12/31/2006,2006,12,-5.0,103.0,17.0,162.0,6.0,12.0,11.0,5.0,3.0,22.0,28.0,70.0,115.0,59.0,53.0,1.0,307.0,109.0,-2.0,0.0,8.0,9995,5.0,25.0,10.0
1448,25923,12/31/2007,2007,12,-1.0,120.0,16.0,173.0,31.0,5.0,10.0,29.0,4.0,10.0,19.0,59.0,132.0,58.0,70.0,1.0,282.0,102.0,-4.0,0.0,2.0,9995,3.0,8.0,4.0
1449,25923,12/31/2008,2008,12,-1.0,120.0,11.0,165.0,44.0,3.0,10.0,27.0,4.0,3.0,12.0,47.0,130.0,47.0,62.0,0.0,226.0,103.0,-3.0,0.0,0.0,9995,-12.0,4.0,4.0
1450,25923,12/31/2009,2009,12,-1.0,109.0,11.0,150.0,41.0,-12.0,10.0,26.0,0.0,-19.0,-13.0,16.0,119.0,37.0,57.0,-1.0,160.0,92.0,-1.0,0.0,-8.0,9995,-44.0,-20.0,2.0
1451,25923,12/31/2010,2010,12,0.0,71.0,9.0,88.0,25.0,-44.0,10.0,0.0,0.0,-27.0,-17.0,3.0,61.0,25.0,26.0,-2.0,137.0,61.0,1.0,0.0,-4.0,9995,-6.0,-48.0,-9.0
1452,25923,12/31/2011,2011,12,-1.0,62.0,9.0,80.0,15.0,-6.0,14.0,0.0,0.0,-7.0,-5.0,14.0,57.0,31.0,23.0,-1.0,104.0,57.0,0.0,0.0,0.0,9995,30.0,-6.0,-4.0
1453,25923,12/31/2012,2012,12,-1.0,87.0,8.0,110.0,10.0,30.0,14.0,0.0,0.0,-6.0,-4.0,14.0,87.0,35.0,23.0,2.0,98.0,87.0,0.0,0.0,0.0,9995,-13.0,31.0,0.0
1454,25923,12/31/2013,2013,12,-1.0,69.0,7.0,95.0,7.0,-13.0,14.0,0.0,0.0,-10.0,-8.0,11.0,76.0,33.0,19.0,-1.0,96.0,75.0,0.0,0.0,-1.0,9995,-30.0,-13.0,0.0
1455,25923,12/31/2014,2014,12,-3.0,39.0,6.0,59.0,5.0,-31.0,14.0,0.0,0.0,-3.0,-3.0,12.0,40.0,24.0,18.0,-1.0,60.0,40.0,0.0,0.0,-1.0,9995,5.0,-8.0,0.0
1456,25923,12/31/2015,2015,12,-3.0,35.0,5.0,63.0,6.0,5.0,14.0,0.0,0.0,1.0,1.0,13.0,47.0,20.0,15.0,0.0,57.0,47.0,0.0,0.0,0.0,9995,-6.0,5.0,0.0
1457,25923,12/31/2016,2016,12,-3.0,32.0,5.0,36.0,4.0,-6.0,14.0,0.0,21.0,-6.0,-6.0,8.0,19.0,22.0,16.0,-1.0,44.0,19.0,0.0,0.0,0.0,9995,-8.0,-5.0,0.0
1458,25923,12/31/2017,2017,12,-3.0,28.0,9.0,32.0,0.0,-8.0,14.0,0.0,0.0,-9.0,-8.0,5.0,12.0,23.0,20.0,-1.0,45.0,12.0,0.0,0.0,-1.0,9995,-2.0,-8.0,-1.0
1459,25923,12/31/2018,2018,12,0.0,7.0,0.0,14.0,6.0,0.0,14.0,0.0,0.0,-2.0,-2.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,-1.0,0.0,-2.0,9995,0.0,0.0,-1.0
1460,25923,12/31/2019,2019,12,0.0,3.0,0.0,14.0,2.0,0.0,14.0,0.0,0.0,-1.0,-1.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,-1.0,9995,0.0,0.0,-1.0
1462,26478,12/31/2015,2015,12,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1531,-1.0,-1.0,0.0
1463,26478,12/31/2016,2016,12,0.0,0.0,0.0,0.0,0.0,-1.0,6.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1531,-1.0,-1.0,0.0
1464,26478,12/31/2017,2017,12,0.0,0.0,0.0,0.0,0.0,-1.0,6.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1531,-1.0,-1.0,0.0
1465,26478,12/31/2018,2018,12,0.0,0.0,0.0,0.0,0.0,-1.0,257.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1531,-1.0,-1.0,0.0
1466,26478,12/31/2019,2019,12,0.0,0.0,0.0,0.0,0.0,-1.0,8550.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1531,-1.0,-1.0,0.0
1468,26863,12/31/2015,2015,12,-1.0,27.0,3.0,83.0,3.0,-10.0,6.0,36.0,0.0,0.0,3.0,40.0,58.0,11.0,60.0,-1.0,74.0,22.0,-1.0,0.0,-1.0,2300,-18.0,-9.0,1.0
1469,26863,12/31/2016,2016,12,-1.0,54.0,7.0,166.0,6.0,-19.0,12.0,72.0,0.0,1.0,7.0,81.0,117.0,23.0,121.0,-1.0,149.0,44.0,-2.0,0.0,-2.0,2300,-3.0,-18.0,2.0
1470,26863,12/31/2017,2017,12,0.0,67.0,7.0,173.0,8.0,-2.0,13.0,80.0,5.0,2.0,8.0,71.0,124.0,31.0,128.0,-2.0,164.0,44.0,-5.0,0.0,-6.0,2300,-124.0,-8.0,0.0
1472,27575,12/31/2011,2011,12,-21.0,318.0,47.0,881.0,23.0,-5.0,37.0,412.0,0.0,52.0,74.0,397.0,572.0,145.0,721.0,0.0,768.0,143.0,-6.0,15.0,8.0,3949,10.0,21.0,13.0
1473,27575,12/31/2012,2012,12,-21.0,318.0,47.0,881.0,23.0,-5.0,37.0,412.0,0.0,52.0,74.0,397.0,572.0,145.0,721.0,0.0,768.0,143.0,-6.0,15.0,8.0,3949,10.0,21.0,13.0
1474,27575,12/31/2013,2013,12,-21.0,318.0,47.0,881.0,23.0,-5.0,37.0,412.0,0.0,52.0,74.0,397.0,572.0,145.0,721.0,0.0,768.0,143.0,-6.0,15.0,8.0,3949,21.0,21.0,13.0
1475,27575,12/31/2014,2014,12,-42.0,636.0,94.0,1762.0,47.0,-9.0,74.0,824.0,0.0,105.0,148.0,794.0,1144.0,291.0,1442.0,0.0,1537.0,287.0,-12.0,31.0,16.0,3949,-1.0,42.0,27.0
1476,27575,12/31/2015,2015,12,-68.0,671.0,89.0,1758.0,54.0,-28.0,74.0,394.0,0.0,119.0,160.0,810.0,719.0,326.0,1434.0,0.0,1502.0,291.0,2.0,29.0,27.0,3949,45.0,32.0,19.0
1477,27575,12/31/2016,2016,12,-91.0,664.0,87.0,1736.0,76.0,21.0,74.0,348.0,0.0,150.0,190.0,832.0,1117.0,323.0,967.0,0.0,1572.0,735.0,7.0,41.0,39.0,3949,92.0,89.0,16.0
1478,27575,12/31/2017,2017,12,-82.0,687.0,92.0,1727.0,47.0,101.0,74.0,416.0,36.0,166.0,207.0,835.0,1264.0,363.0,879.0,1.0,1560.0,814.0,27.0,34.0,55.0,3949,99.0,151.0,35.0
1479,27575,12/31/2018,2018,12,-90.0,664.0,86.0,1691.0,31.0,98.0,74.0,346.0,39.0,172.0,212.0,876.0,1273.0,361.0,764.0,1.0,1633.0,894.0,15.0,38.0,47.0,3949,121.0,150.0,27.0
1480,27575,12/31/2019,2019,12,-113.0,742.0,102.0,1817.0,34.0,97.0,75.0,364.0,42.0,188.0,228.0,904.0,1316.0,398.0,865.0,1.0,1681.0,918.0,8.0,36.0,40.0,3949,96.0,165.0,31.0
1482,27653,12/31/2015,2015,12,0.0,165.0,9.0,268.0,10.0,23.0,41.0,245.0,227.0,102.0,108.0,212.0,198.0,123.0,315.0,0.0,409.0,-49.0,-11.0,12.0,8.0,3949,47.0,32.0,12.0
1483,27653,12/31/2016,2016,12,0.0,331.0,19.0,536.0,21.0,47.0,83.0,491.0,455.0,205.0,217.0,425.0,396.0,246.0,631.0,1.0,818.0,-98.0,-21.0,25.0,16.0,3949,15.0,65.0,25.0
1484,27653,12/31/2017,2017,12,0.0,303.0,40.0,516.0,53.0,15.0,83.0,428.0,2.0,61.0,82.0,315.0,352.0,175.0,592.0,0.0,639.0,-77.0,8.0,12.0,16.0,3949,57.0,32.0,20.0
1485,27653,12/31/2018,2018,12,-1.0,297.0,68.0,514.0,80.0,57.0,83.0,284.0,1.0,103.0,128.0,407.0,313.0,145.0,485.0,0.0,778.0,28.0,2.0,6.0,11.0,3949,50.0,69.0,16.0
1486,27653,12/31/2019,2019,12,0.0,360.0,83.0,629.0,72.0,50.0,85.0,323.0,0.0,91.0,120.0,504.0,445.0,185.0,507.0,0.0,913.0,122.0,14.0,3.0,16.0,3949,155.0,67.0,3.0
1488,27760,12/31/2000,2000,12,-1.0,96.0,12.0,117.0,77.0,15.0,15.0,0.0,0.0,66.0,68.0,151.0,92.0,12.0,24.0,2.0,223.0,92.0,0.0,2.0,23.0,3949,66.0,65.0,21.0
1489,27760,12/31/2001,2001,12,-1.0,128.0,25.0,193.0,35.0,15.0,35.0,0.0,0.0,100.0,104.0,219.0,147.0,45.0,46.0,1.0,363.0,147.0,1.0,4.0,38.0,3949,97.0,104.0,32.0
1490,27760,12/31/2002,2002,12,1.0,174.0,41.0,276.0,31.0,15.0,34.0,0.0,0.0,151.0,157.0,328.0,202.0,63.0,74.0,2.0,584.0,202.0,4.0,5.0,55.0,3949,34.0,152.0,46.0
1491,27760,12/31/2003,2003,12,3.0,214.0,34.0,311.0,72.0,15.0,32.0,0.0,13.0,51.0,64.0,250.0,226.0,53.0,85.0,1.0,498.0,226.0,-1.0,8.0,19.0,3949,29.0,53.0,16.0
1492,27760,12/31/2004,2004,12,4.0,265.0,57.0,359.0,19.0,30.0,32.0,0.0,13.0,42.0,54.0,250.0,252.0,49.0,107.0,0.0,523.0,252.0,0.0,10.0,15.0,3949,23.0,45.0,10.0
1493,27760,12/31/2005,2005,12,2.0,245.0,61.0,413.0,7.0,21.0,33.0,5.0,13.0,34.0,51.0,289.0,258.0,96.0,160.0,0.0,631.0,252.0,-1.0,3.0,12.0,3949,29.0,35.0,16.0
1494,27760,12/31/2006,2006,12,4.0,250.0,61.0,424.0,4.0,30.0,32.0,4.0,12.0,41.0,58.0,310.0,260.0,75.0,168.0,0.0,680.0,256.0,0.0,4.0,11.0,3949,-56.0,40.0,10.0
1495,27760,12/31/2007,2007,12,7.0,276.0,43.0,390.0,7.0,-53.0,31.0,0.0,9.0,-40.0,-24.0,211.0,196.0,58.0,194.0,-1.0,501.0,196.0,-19.0,0.0,-27.0,3949,-91.0,-73.0,8.0
1496,27760,12/31/2008,2008,12,6.0,126.0,38.0,197.0,5.0,-92.0,31.0,0.0,0.0,-27.0,-11.0,176.0,103.0,43.0,93.0,-2.0,411.0,103.0,14.0,0.0,4.0,3949,-54.0,-89.0,-10.0
1497,27760,12/31/2009,2009,12,6.0,77.0,37.0,115.0,7.0,-53.0,30.0,0.0,0.0,-9.0,1.0,106.0,52.0,13.0,62.0,-1.0,189.0,52.0,1.0,0.0,-11.0,3949,-23.0,-30.0,-12.0
1498,27760,12/31/2010,2010,12,7.0,51.0,24.0,78.0,14.0,-23.0,30.0,5.0,0.0,-10.0,-3.0,83.0,35.0,10.0,47.0,-1.0,168.0,30.0,0.0,0.0,0.0,3949,1.0,-10.0,-13.0
1499,27760,12/31/2011,2011,12,6.0,58.0,28.0,82.0,17.0,0.0,30.0,5.0,0.0,3.0,7.0,82.0,37.0,11.0,50.0,0.0,180.0,31.0,0.0,0.0,0.0,3949,16.0,3.0,-1.0
1500,27760,12/31/2012,2012,12,0.0,69.0,32.0,94.0,23.0,16.0,30.0,0.0,0.0,10.0,13.0,94.0,43.0,18.0,50.0,0.0,193.0,43.0,0.0,0.0,-1.0,3949,47.0,10.0,0.0
1501,27760,12/31/2013,2013,12,0.0,93.0,37.0,143.0,40.0,47.0,31.0,0.0,0.0,15.0,19.0,109.0,91.0,15.0,52.0,0.0,218.0,91.0,-33.0,0.0,-33.0,3949,18.0,16.0,0.0
1502,27760,12/31/2014,2014,12,-1.0,142.0,47.0,175.0,45.0,18.0,31.0,0.0,0.0,30.0,34.0,144.0,111.0,24.0,64.0,0.0,274.0,111.0,8.0,0.0,9.0,3949,26.0,30.0,0.0
1503,27760,12/31/2015,2015,12,-2.0,164.0,61.0,315.0,30.0,25.0,31.0,63.0,0.0,47.0,50.0,181.0,190.0,42.0,188.0,0.0,337.0,126.0,11.0,0.0,13.0,3949,34.0,40.0,1.0
1504,27760,12/31/2016,2016,12,-2.0,183.0,66.0,333.0,47.0,34.0,31.0,47.0,0.0,55.0,63.0,220.0,208.0,47.0,172.0,1.0,406.0,160.0,9.0,0.0,16.0,3949,26.0,51.0,11.0
1505,27760,12/31/2017,2017,12,-1.0,188.0,66.0,324.0,27.0,27.0,30.0,31.0,0.0,45.0,53.0,212.0,211.0,53.0,145.0,0.0,406.0,179.0,-9.0,0.0,8.0,3949,14.0,35.0,11.0
1506,27760,12/31/2018,2018,12,-1.0,191.0,87.0,332.0,38.0,14.0,30.0,15.0,0.0,20.0,29.0,190.0,198.0,68.0,150.0,0.0,396.0,182.0,3.0,0.0,5.0,3949,-93.0,21.0,8.0
1507,27760,12/31/2019,2019,12,-1.0,129.0,74.0,220.0,11.0,-93.0,29.0,33.0,0.0,-27.0,-16.0,121.0,123.0,54.0,129.0,-1.0,309.0,90.0,-11.0,0.0,-10.0,3949,59.0,-102.0,-5.0
1509,27776,12/31/2000,2000,12,-1.0,56.0,3.0,86.0,2.0,4.0,4.0,26.0,0.0,3.0,7.0,28.0,76.0,32.0,35.0,0.0,102.0,50.0,-1.0,0.0,0.0,3140,1.0,0.0,-4.0
